title,budget,revenue,id,imdbId
Run Lola Run,1530000.0,7267585.0,104.0,116483.0
Arachnophobia,31000000.0,53208180.0,6488.0,293116.0
Wild Wild West,170000000.0,222104681.0,8487.0,54188.0
American Pie,11000000.0,235483004.0,2105.0,84827.0
The Blair Witch Project,60000.0,248000000.0,2667.0,49516.0
Eyes Wide Shut,65000000.0,162091208.0,345.0,109045.0
Ghostbusters,30000000.0,295212467.0,620.0,102855.0
Ghostbusters II,37000000.0,215394738.0,2978.0,144640.0
Trick,450000.0,2049595.0,1812.0,120510.0
Deep Blue Sea,60000000.0,73648228.0,8914.0,390384.0
Runaway Bride,70000000.0,309457509.0,4806.0,59527.0
Spartacus,12000000.0,60000000.0,967.0,36241.0
Lolita,2000000.0,9250000.0,802.0,117333.0
Barry Lyndon,11000000.0,20000000.0,3175.0,177789.0
The Color Purple,15000000.0,146292009.0,873.0,75169.0
The Sixth Sense,40000000.0,672806292.0,745.0,112691.0
The Thomas Crown Affair,48000000.0,124305181.0,913.0,33870.0
Airplane!,3500000.0,83453539.0,813.0,116823.0
Big,18000000.0,151668774.0,2280.0,118863.0
The 13th Warrior,160000000.0,61698899.0,1911.0,118998.0
The Astronaut's Wife,75000000.0,19598588.0,2900.0,95652.0
Chill Factor,70000000.0,11263966.0,2162.0,100240.0
American Beauty,15000000.0,356296601.0,14.0,113987.0
A Hard Day's Night,560000.0,12299668.0,704.0,117420.0
Three Kings,75000000.0,108000000.0,6415.0,93267.0
Boys Don't Cry,2000000.0,11540607.0,226.0,112899.0
Total Recall,65000000.0,261317921.0,861.0,104558.0
Hang 'em High,1800000.0,6800000.0,4929.0,84809.0
Flashdance,4000000.0,92921203.0,535.0,108122.0
The Dirty Dozen,5400000.0,45300000.0,1654.0,119095.0
Goldfinger,2500000.0,124881062.0,658.0,112509.0
From Russia with Love,2000000.0,78898765.0,657.0,111787.0
The Blue Lagoon,4500000.0,58853106.0,5689.0,101453.0
A Fistful of Dollars,200000.0,14500000.0,391.0,110186.0
Home Alone 2: Lost in New York,18000000.0,358991681.0,772.0,105201.0
Fight Club,63000000.0,100853753.0,550.0,111418.0
RoboCop,13000000.0,53000000.0,5548.0,90966.0
RoboCop 2,35000000.0,45681173.0,5549.0,53825.0
Who Framed Roger Rabbit,70000000.0,329803958.0,856.0,107575.0
For Your Eyes Only,28000000.0,195312802.0,699.0,103095.0
Licence to Kill,32000000.0,156167015.0,709.0,95776.0
Live and Let Die,7000000.0,161777836.0,253.0,110148.0
Thunderball,5500000.0,141195658.0,660.0,115591.0
Being John Malkovich,13000000.0,22863596.0,492.0,107507.0
Princess Mononoke,26500000.0,159375308.0,128.0,110217.0
The Bachelor,51000000.0,36911617.0,2020.0,94947.0
The Insider,90000000.0,60289912.0,9008.0,32635.0
Re-Animator,900000.0,2023414.0,1694.0,118632.0
Drugstore Cowboy,2500000.0,4729352.0,476.0,110137.0
Spaceballs,22700000.0,38119483.0,957.0,17350.0
Trading Places,40600000.0,90400000.0,1621.0,120169.0
Dogma,10000000.0,30652890.0,1832.0,119272.0
Women on the Verge of a Nervous Breakdown,700000.0,7179298.0,4203.0,102005.0
Sleepy Hollow,100000000.0,206071502.0,2668.0,84745.0
All About My Mother,8272296.0,67872296.0,99.0,113283.0
Bicycle Thieves,133000.0,361712.0,5156.0,66830.0
Midnight Run,30000000.0,38413606.0,9013.0,88074.0
Backdraft,75000000.0,152368585.0,2924.0,80179.0
The Fisher King,24000000.0,41895491.0,177.0,113690.0
The Green Mile,60000000.0,284600000.0,497.0,107616.0
The Cider House Rules,24000000.0,88545092.0,1715.0,119819.0
Bicentennial Man,100000000.0,93700000.0,2277.0,120162.0
Magnolia,37000000.0,48451803.0,334.0,111590.0
Man on the Moon,82000000.0,47434430.0,1850.0,130019.0
Galaxy Quest,45000000.0,90683916.0,926.0,42192.0
The Talented Mr. Ripley,40000000.0,128798265.0,1213.0,99685.0
Papillon,12000000.0,53267000.0,5924.0,83619.0
Malcolm X,34000000.0,48169908.0,1883.0,118798.0
Sister Act,31000000.0,231605150.0,2005.0,89218.0
Sister Act 2: Back in the Habit,38000000.0,57319029.0,6279.0,281820.0
Alive,32000000.0,36733909.0,7305.0,90738.0
Wayne's World,20000000.0,121697323.0,8872.0,365125.0
The Bodyguard,25000000.0,411006740.0,619.0,116165.0
Twin Peaks: Fire Walk with Me,10000000.0,4160851.0,1923.0,129387.0
Scream 3,40000000.0,161834276.0,4234.0,236784.0
The Boondock Saints,6000000.0,30471.0,8374.0,363235.0
The Beach,40000000.0,144056873.0,1907.0,120762.0
Pitch Black,23000000.0,53187659.0,2787.0,88889.0
The Whole Nine Yards,41300000.0,106371651.0,2069.0,90203.0
City Lights,1500000.0,19181.0,901.0,50419.0
Reindeer Games,42000000.0,32168970.0,2155.0,120831.0
The Next Best Thing,25000000.0,24362772.0,1831.0,120738.0
Mission to Mars,90000000.0,60874615.0,2067.0,59113.0
Hoosiers,9000000.0,28607524.0,5693.0,76666.0
Bull Durham,7000000.0,50888000.0,287.0,110671.0
Dog Day Afternoon,1800000.0,46665856.0,968.0,63350.0
American Graffiti,777000.0,140000000.0,838.0,116191.0
JFK,40000000.0,205405498.0,820.0,49521.0
Blind Date,18000000.0,39321715.0,918.0,37059.0
Erin Brockovich,52000000.0,256271286.0,462.0,109920.0
Thelma & Louise,16000000.0,45361000.0,1541.0,118556.0
Animal House,2700000.0,141000000.0,8469.0,37135.0
Do the Right Thing,6500000.0,37295445.0,925.0,39428.0
Jungle Fever,14000000.0,32482682.0,1713.0,119715.0
Double Indemnity,927262.0,2500000.0,996.0,116830.0
Cool as Ice,6000000.0,1193062.0,1496.0,118623.0
Teenage Mutant Ninja Turtles,13500000.0,202000000.0,1498.0,119381.0
Teenage Mutant Ninja Turtles II: The Secret of the Ooze,25000000.0,78000000.0,1497.0,119013.0
Teenage Mutant Ninja Turtles III,21000000.0,42000000.0,1499.0,118615.0
Red Dawn,4200000.0,38376497.0,1880.0,119506.0
Band of the Hand,8700000.0,4865912.0,33762.0,411291.0
"Good Morning, Vietnam",13000000.0,123922370.0,801.0,116493.0
Guess Who's Coming to Dinner,4000000.0,56666667.0,1879.0,125128.0
Romeo Must Die,25000000.0,91036760.0,2085.0,55254.0
The Hustler,2000000.0,7600000.0,990.0,117011.0
Close Encounters of the Third Kind,20000000.0,303788635.0,840.0,116571.0
Jacob's Ladder,25000000.0,25965144.0,2291.0,99487.0
Ladyhawke,20000000.0,18432000.0,526.0,105032.0
High Fidelity,30000000.0,47126295.0,243.0,113199.0
El Dorado,4653000.0,6000000.0,6644.0,91830.0
Hook,70000000.0,300854823.0,879.0,120004.0
Return to Me,24000000.0,36609995.0,2621.0,115005.0
Predator,18000000.0,98235548.0,106.0,110251.0
American Psycho,7000000.0,34266564.0,1359.0,116705.0
Keeping the Faith,30000000.0,37036004.0,4967.0,283509.0
U-571,62000000.0,127666415.0,3536.0,171433.0
The Virgin Suicides,6000000.0,10409377.0,1443.0,117907.0
The Flintstones in Viva Rock Vegas,83000000.0,59468275.0,889.0,109001.0
Gladiator,103000000.0,457640427.0,98.0,111173.0
Battlefield Earth,44000000.0,21400000.0,5491.0,49170.0
Pee-wee's Big Adventure,6000000.0,40940662.0,5683.0,293832.0
Mission: Impossible II,125000000.0,546388105.0,955.0,29947.0
Shanghai Noon,55000000.0,56932305.0,8584.0,37865.0
The Gold Rush,923000.0,2500000.0,962.0,32022.0
On Her Majesty's Secret Service,6500000.0,81974493.0,668.0,48473.0
The Spy Who Loved Me,14000000.0,185438673.0,691.0,117104.0
Moonraker,34000000.0,210308099.0,698.0,109593.0
The Man with the Golden Gun,7000000.0,97572000.0,682.0,111430.0
American Gigolo,4800000.0,22743674.0,2768.0,120210.0
Eraserhead,10000.0,7000000.0,985.0,117669.0
For a Few Dollars More,600000.0,15000000.0,938.0,51658.0
Flatliners,26000000.0,61489265.0,1551.0,118787.0
Predator 2,35000000.0,57120318.0,169.0,113114.0
The Running Man,27000000.0,38122105.0,865.0,114474.0
Mad Max 2: The Road Warrior,2000000.0,24600832.0,8810.0,370263.0
Angel Heart,17000000.0,17185632.0,635.0,116275.0
Shaft,4000000.0,12121618.0,482.0,110265.0
The Conversation,1600000.0,4420000.0,592.0,96895.0
The Sugarland Express,3000000.0,12800000.0,5121.0,75276.0
Big Trouble in Little China,25000000.0,11000000.0,6978.0,102943.0
Shaft,46000000.0,107196498.0,479.0,107286.0
Titan A.E.,75000000.0,36754634.0,7450.0,323033.0
Chicken Run,45000000.0,224834564.0,7443.0,308488.0
"Me, Myself & Irene",51000000.0,149270999.0,2123.0,96787.0
The Patriot,110000000.0,215294342.0,2024.0,102757.0
The Perfect Storm,120000000.0,325756637.0,2133.0,92513.0
Shaft in Africa,2142000.0,1458000.0,494.0,116253.0
Shaft's Big Score!,1978000.0,10000000.0,493.0,107554.0
The Kid,65000000.0,69700000.0,4244.0,260332.0
Scary Movie,19000000.0,278019771.0,4247.0,245686.0
Footloose,8200000.0,80035402.0,1788.0,119656.0
What Lies Beneath,100000000.0,155464351.0,2655.0,89308.0
Coyote Ugly,45000000.0,113916474.0,6282.0,277622.0
Space Cowboys,65000000.0,128884132.0,5551.0,37219.0
Saving Grace,10000000.0,26330482.0,2360.0,154420.0
Pumpkinhead,3500000.0,4385516.0,26515.0,87596.0
The Cell,33000000.0,104155843.0,8843.0,110518.0
Shane,3100000.0,20000000.0,3110.0,87091.0
Bring It On,28000000.0,90449929.0,1588.0,119190.0
The Way of the Gun,8500000.0,19125401.0,1619.0,120102.0
Almost Famous,60000000.0,47383689.0,786.0,116213.0
Dancer in the Dark,12800000.0,40031879.0,16.0,112641.0
Hellraiser,1000000.0,14564027.0,9003.0,47947.0
Voyage to the Bottom of the Sea,1580000.0,7000000.0,2160.0,63522.0
Fantastic Voyage,5115000.0,12000000.0,2161.0,88323.0
Meet the Parents,55000000.0,330444045.0,1597.0,118883.0
Requiem for a Dream,4500000.0,7390108.0,641.0,111543.0
Billy Elliot,5000000.0,110000000.0,71.0,113010.0
Bedazzled,48000000.0,90383208.0,1636.0,120192.0
Charlie's Angels,92000000.0,264105545.0,4327.0,54047.0
The Legend of Bagger Vance,80000000.0,39459427.0,4958.0,159273.0
Red Planet,80000000.0,33463969.0,8870.0,356618.0
Diamonds Are Forever,7200000.0,116019547.0,681.0,82206.0
The 6th Day,82000000.0,96085477.0,8452.0,77942.0
How the Grinch Stole Christmas,123000000.0,345141403.0,8871.0,357054.0
"Crouching Tiger, Hidden Dragon",17000000.0,213525736.0,146.0,112342.0
The Bounty,25000000.0,8613462.0,2669.0,53183.0
The Living Daylights,40000000.0,191185897.0,708.0,117979.0
The Transformers: The Movie,6000000.0,5849647.0,1857.0,119987.0
Born on the Fourth of July,14000000.0,161001698.0,2604.0,168950.0
Snatch,10000000.0,83557872.0,107.0,117110.0
Chocolat,25000000.0,152500343.0,392.0,108069.0
"Dude, Where’s My Car?",13000000.0,73180723.0,8859.0,270846.0
What Women Want,70000000.0,374111707.0,3981.0,199753.0
Finding Forrester,43000000.0,80049764.0,711.0,116322.0
The Gift,10000000.0,12008642.0,2046.0,91059.0
Miss Congeniality,45000000.0,212000000.0,1493.0,116931.0
"O Brother, Where Art Thou?",26000000.0,71868327.0,134.0,114500.0
Traffic,48000000.0,207515725.0,1900.0,118849.0
The Pledge,35000000.0,29400000.0,5955.0,168786.0
The Wedding Planner,35000000.0,94728529.0,2018.0,34492.0
Beverly Hills Cop II,20000000.0,299965036.0,96.0,113403.0
Beverly Hills Cop,15000000.0,316360478.0,90.0,113490.0
The Evil Dead,350000.0,29400000.0,764.0,113280.0
Jaws: The Revenge,23000000.0,51881013.0,580.0,110892.0
The Lost Boys,8500000.0,32222567.0,1547.0,120118.0
Sweet November,40000000.0,65754228.0,1921.0,138704.0
The Mexican,57000000.0,147845033.0,6073.0,55597.0
15 Minutes,60000000.0,56359980.0,2749.0,91554.0
The Greatest Story Ever Told,20000000.0,15473333.0,2428.0,133751.0
Harley Davidson and the Marlboro Man,23000000.0,7434726.0,2453.0,90768.0
Mermaids,31000000.0,35419397.0,4587.0,97257.0
Death on the Nile,7920000.0,14560084.0,4192.0,46899.0
The Longest Yard,2900000.0,43008075.0,4985.0,88103.0
Enemy at the Gates,68000000.0,96976270.0,853.0,104109.0
Memento,9000000.0,39723096.0,77.0,113973.0
The Tailor of Panama,21000000.0,28008462.0,2575.0,120449.0
Amores perros,2000000.0,20908467.0,55.0,113158.0
Along Came a Spider,60000000.0,105178561.0,2043.0,52722.0
Blow,53000000.0,83282296.0,4133.0,93507.0
Brigham City,1000000.0,852206.0,26791.0,105391.0
Bridget Jones's Diary,25000000.0,281929795.0,634.0,114658.0
Scarface,25000000.0,65884703.0,111.0,75314.0
The Mummy Returns,98000000.0,433013274.0,1734.0,119590.0
Cleopatra,31115000.0,71000000.0,8095.0,157913.0
Krull,27000000.0,16519460.0,849.0,116225.0
Angel Eyes,53000000.0,29700000.0,5852.0,83033.0
Shrek,60000000.0,484409218.0,808.0,115493.0
Moulin Rouge!,52500000.0,179213434.0,824.0,110246.0
Pearl Harbor,140000000.0,449220945.0,676.0,140614.0
City Slickers,27000000.0,179033791.0,1406.0,112769.0
Mississippi Burning,15000000.0,34604000.0,1632.0,120151.0
The Magnificent Seven,2000000.0,4905000.0,966.0,38235.0
The Sand Pebbles,12000000.0,20000000.0,5923.0,83598.0
Point Break,24000000.0,83531958.0,1089.0,105236.0
Lara Croft: Tomb Raider,115000000.0,274703340.0,1995.0,91778.0
A.I. Artificial Intelligence,100000000.0,235926552.0,644.0,116485.0
Kiss of the Dragon,25000000.0,64437847.0,2140.0,83791.0
Scary Movie 2,45000000.0,141220678.0,4248.0,236348.0
Final Fantasy: The Spirits Within,137000000.0,85131830.0,2114.0,86066.0
Legally Blonde,18000000.0,141774679.0,8835.0,338325.0
Apartment Zero,4000000.0,670774.0,5333.0,47892.0
Critters,2000000.0,13167232.0,3980.0,203019.0
Ernest Saves Christmas,6000000.0,28202109.0,26386.0,76141.0
The Great Outdoors,24000000.0,43455230.0,2617.0,120616.0
Permanent Record,8000000.0,1893139.0,51321.0,36104.0
They Live,4000000.0,13008928.0,8337.0,46816.0
Bill & Ted's Excellent Adventure,10000000.0,40485039.0,1648.0,119324.0
Black Rain,30000000.0,45892212.0,4105.0,83907.0
Earth Girls Are Easy,10000000.0,3916303.0,2210.0,28212.0
Johnny Handsome,20000000.0,7237794.0,505.0,110687.0
Jurassic Park III,93000000.0,368780809.0,331.0,111454.0
Brother,12000000.0,15250000.0,327.0,114614.0
Planet of the Apes,100000000.0,362211740.0,869.0,116745.0
Wet Hot American Summer,5000000.0,295206.0,2171.0,119778.0
Uncle Buck,15000000.0,79258538.0,2616.0,99422.0
Vampire's Kiss,2000000.0,725131.0,7091.0,23027.0
The Wizard,6000000.0,14278900.0,183.0,110604.0
The Cotton Club,58000000.0,25928721.0,2148.0,91223.0
Original Sin,42000000.0,35402320.0,2057.0,57180.0
Rush Hour 2,90000000.0,347325802.0,5175.0,99768.0
American Pie 2,30000000.0,287553595.0,2770.0,131325.0
Captain Corelli's Mandolin,57000000.0,62112895.0,1722.0,120347.0
Jay and Silent Bob Strike Back,22000000.0,33788161.0,2294.0,120587.0
Summer Catch,34000000.0,19693891.0,26602.0,93668.0
Jeepers Creepers,10000000.0,59217789.0,8922.0,92972.0
The Glass House,30000000.0,23619609.0,2176.0,40746.0
Big Trouble,40000000.0,8493890.0,2185.0,45897.0
Training Day,45000000.0,104876233.0,2034.0,78869.0
Pocketful of Miracles,2900000.0,5000000.0,248.0,110066.0
Bandits,75000000.0,67631903.0,3172.0,47630.0
Mulholland Drive,15000000.0,20117339.0,1018.0,59793.0
Dirty Harry,4000000.0,35976000.0,984.0,117357.0
From Hell,35000000.0,74558115.0,768.0,114494.0
The Last Castle,72000000.0,27642707.0,2100.0,88161.0
K-PAX,48000000.0,50315140.0,167.0,113044.0
Donnie Darko,6000000.0,1270522.0,141.0,115685.0
"Monsters, Inc.",115000000.0,562816256.0,585.0,112572.0
Harry Potter and the Philosopher's Stone,125000000.0,976475550.0,671.0,117128.0
Spy Game,92000000.0,143049560.0,1535.0,119578.0
The Devil's Backbone,4500000.0,6459020.0,1433.0,110425.0
Flash Gordon,35000000.0,27107960.0,3604.0,56048.0
Behind Enemy Lines,40000000.0,91753202.0,8007.0,105191.0
Ocean's Eleven,85000000.0,450717150.0,161.0,112740.0
Amélie,10000000.0,173921954.0,194.0,114478.0
Vanilla Sky,68000000.0,203388341.0,1903.0,126938.0
Spacehunter: Adventures in the Forbidden Zone,15000000.0,16500000.0,26978.0,119467.0
The Lord of the Rings: The Fellowship of the Ring,93000000.0,871368364.0,120.0,117427.0
A Beautiful Mind,60000000.0,313542341.0,453.0,106941.0
Witness for the Prosecution,3000000.0,9000000.0,37257.0,66612.0
Black Hawk Down,92000000.0,172989651.0,855.0,100840.0
Gosford Park,19800000.0,87754044.0,5279.0,102103.0
Monster's Ball,4000000.0,44909486.0,1365.0,117477.0
Brotherhood of the Wolf,29000000.0,70752904.0,6312.0,89838.0
Dragonslayer,18000000.0,14110013.0,848.0,117718.0
48 Hrs.,12000000.0,78868508.0,150.0,112384.0
M*A*S*H,3500000.0,81600000.0,651.0,117788.0
The Mothman Prophecies,32000000.0,55157539.0,2637.0,32818.0
Honky Tonk Freeway,24000000.0,939423.0,47871.0,96184.0
The Man Who Loved Women,19000000.0,11000000.0,69928.0,274678.0
The Time Machine,80000000.0,123729176.0,2135.0,61584.0
Ice Age,59000000.0,383257136.0,425.0,109306.0
Showtime,85000000.0,77741732.0,5851.0,83006.0
Y Tu Mamá También,5000000.0,33616692.0,1391.0,116996.0
Panic Room,48000000.0,196397415.0,4547.0,96180.0
The Piano Teacher,3000000.0,9801375.0,1791.0,119594.0
Rashomon,250000.0,96568.0,548.0,111400.0
Changing Lanes,45000000.0,94935764.0,1537.0,117615.0
Human Nature,6000000.0,705308.0,441.0,106677.0
Unfaithful,50000000.0,119137784.0,2251.0,101530.0
About a Boy,27000000.0,129000000.0,245.0,109906.0
Star Wars: Episode II - Attack of the Clones,120000000.0,649398328.0,1894.0,120828.0
The Believer,1500000.0,416925.0,4012.0,95927.0
Enough,38000000.0,51801187.0,1957.0,82158.0
Insomnia,46000000.0,113714830.0,320.0,108260.0
The Sum of All Fears,68000000.0,193000000.0,4614.0,97659.0
Bad Company,70000000.0,65977295.0,3132.0,10040.0
The Bourne Identity,60000000.0,214034224.0,2501.0,132477.0
Minority Report,102000000.0,358372926.0,180.0,113749.0
Mr. Deeds,50000000.0,171269535.0,2022.0,95497.0
Men in Black II,140000000.0,441818803.0,608.0,116282.0
The Powerpuff Girls Movie,10000000.0,11411644.0,59387.0,460791.0
Reign of Fire,60000000.0,43061982.0,6278.0,314062.0
Road to Perdition,80000000.0,181001478.0,4147.0,250478.0
The Legend of Boggy Creek,100000.0,22000000.0,1842.0,118229.0
K-19: The Widowmaker,100000000.0,35168966.0,8665.0,372183.0
Austin Powers in Goldmember,63000000.0,296655431.0,818.0,118073.0
Top Secret!,9000000.0,20458340.0,8764.0,118030.0
Signs,72000000.0,408247917.0,2675.0,138590.0
xXx,70000000.0,277448382.0,7451.0,377092.0
The Isle,50000.0,21075.0,8653.0,73559.0
The Transporter,21000000.0,43928932.0,4108.0,93029.0
Spirited Away,15000000.0,274925095.0,129.0,114131.0
Bowling for Columbine,4000000.0,35564473.0,1430.0,120414.0
The Ring,48000000.0,249348933.0,565.0,104029.0
Jackass: The Movie,5000000.0,64282312.0,9012.0,45109.0
Frida,12000000.0,56298474.0,1360.0,84116.0
Exodus,4000000.0,21750000.0,1941.0,40416.0
I Spy,70000000.0,33561137.0,8427.0,78766.0
8 Mile,41000000.0,215000000.0,65.0,115683.0
Harry Potter and the Chamber of Secrets,100000000.0,876688482.0,672.0,114616.0
The Quiet American,30000000.0,27674124.0,8198.0,54371.0
Talk to Her,9285469.0,51001550.0,64.0,118002.0
Solaris,47000000.0,30002758.0,2103.0,111359.0
Treasure Planet,140000000.0,109578115.0,9016.0,125510.0
Adaptation.,19000000.0,32801173.0,2757.0,83967.0
Equilibrium,20000000.0,5359645.0,7299.0,329388.0
Alone in the Dark,20000000.0,8178569.0,40952.0,387059.0
Maid in Manhattan,55000000.0,154906693.0,7303.0,52738.0
Star Trek: Nemesis,60000000.0,67312826.0,201.0,114663.0
About Schmidt,30000000.0,105834556.0,2755.0,93415.0
The Lord of the Rings: The Two Towers,79000000.0,926287400.0,121.0,106473.0
25th Hour,15000000.0,13060843.0,1429.0,116704.0
Gangs of New York,100000000.0,193772504.0,3131.0,118780.0
Two Weeks Notice,60000000.0,93354918.0,2642.0,86393.0
Body of Evidence,30000000.0,13273595.0,2149.0,93220.0
Catch Me If You Can,52000000.0,352114312.0,640.0,116095.0
Chicago,45000000.0,306776732.0,1574.0,119098.0
The Hours,25000000.0,41597830.0,590.0,99348.0
The Pianist,35000000.0,120072577.0,423.0,109303.0
Confessions of a Dangerous Mind,30000000.0,33013805.0,4912.0,62994.0
City of God,3300000.0,30641770.0,598.0,110719.0
Shanghai Knights,50000000.0,88323487.0,6038.0,100822.0
A Countess from Hong Kong,3500000.0,2000000.0,2984.0,67527.0
Dark Blue,15000000.0,9237470.0,4911.0,76221.0
Bend It Like Beckham,3500159.0,76578641.0,455.0,106965.0
Ringu,1200000.0,8690429.0,2671.0,125439.0
Dreamcatcher,68000000.0,75715436.0,6171.0,68441.0
Phone Booth,13000000.0,97837138.0,1817.0,119560.0
House of 1000 Corpses,7000000.0,16829545.0,2662.0,46534.0
Straw Dogs,2200000.0,3251794.0,994.0,115678.0
Identity,30000000.0,90259536.0,2832.0,144286.0
The Matrix Reloaded,150000000.0,738599701.0,604.0,115978.0
The Spanish Apartment,5300000.0,3897799.0,1555.0,112951.0
Bruce Almighty,80000000.0,484572835.0,310.0,114268.0
Finding Nemo,94000000.0,940335536.0,12.0,112896.0
2 Fast 2 Furious,76000000.0,236350661.0,584.0,106678.0
Whale Rider,8000000.0,41400000.0,1088.0,92890.0
Barton Fink,9000000.0,6153939.0,290.0,110729.0
Shattered,22000000.0,11511031.0,2071.0,106273.0
28 Days Later,5000000.0,82719885.0,170.0,113243.0
Never on Sunday,151000.0,8000000.0,43039.0,59314.0
Scaramouche,3005000.0,6746000.0,33454.0,104782.0
Hulk,137000000.0,245360480.0,1927.0,20629.0
Terminator 3: Rise of the Machines,200000000.0,435000000.0,296.0,110912.0
Swimming Pool,7800000.0,22441323.0,302.0,110963.0
Pirates of the Caribbean: The Curse of the Black Pearl,140000000.0,655011224.0,22.0,112722.0
The League of Extraordinary Gentlemen,78000000.0,179265204.0,8698.0,99292.0
Bad Boys II,130000000.0,273339556.0,8961.0,317705.0
Lara Croft Tomb Raider: The Cradle of Life,95000000.0,156505388.0,1996.0,95889.0
Seabiscuit,87000000.0,148336445.0,4464.0,94606.0
Mondays in the Sun,4000000.0,146402.0,54580.0,431979.0
"One, Two, Three",3000000.0,4000000.0,430.0,106505.0
The Private Life of Sherlock Holmes,10000000.0,1500000.0,5185.0,80863.0
American Wedding,55000000.0,231449203.0,8273.0,104545.0
Freddy vs. Jason,30000000.0,114908830.0,6466.0,102456.0
Open Range,22000000.0,68296293.0,2055.0,77698.0
THX 1138,777000.0,2437000.0,636.0,113122.0
Valley of the Dolls,5000000.0,50000000.0,3055.0,165773.0
The Keep,6000000.0,3661757.0,26198.0,63829.0
Marci X,20000000.0,1675706.0,32316.0,43972.0
Party Monster,5000000.0,742898.0,1415.0,118100.0
Matchstick Men,62000000.0,65565672.0,7270.0,111218.0
Once Upon a Time in Mexico,29000000.0,98185582.0,1428.0,112362.0
Lost in Translation,4000000.0,119723856.0,153.0,112462.0
Memoirs of an Invisible Man,40000000.0,14358033.0,2687.0,120855.0
Underworld,22000000.0,95708457.0,277.0,110527.0
Duplex,40000000.0,19322135.0,7288.0,13140.0
Mambo Italiano,4361898.0,3031801.0,321.0,106966.0
Videodrome,5952000.0,2120439.0,837.0,117008.0
Judgment at Nuremberg,3000000.0,10000000.0,821.0,112746.0
All the President's Men,8500000.0,70600000.0,891.0,113253.0
Boyz n the Hood,6500000.0,57504069.0,650.0,117071.0
Sleeping with the Enemy,19000000.0,174999005.0,7442.0,289635.0
The Rookie,10000000.0,21633874.0,6723.0,108592.0
Out of Time,50000000.0,55495563.0,2116.0,77869.0
School of Rock,35000000.0,131282949.0,1584.0,118884.0
The Station Agent,500000.0,8679814.0,2056.0,56095.0
Wonderland,5000000.0,2466444.0,4997.0,217331.0
Mystic River,25000000.0,156822020.0,322.0,114594.0
Kill Bill: Vol. 1,30000000.0,180949000.0,24.0,114168.0
Scary Movie 3,48000000.0,220673217.0,4256.0,240402.0
Elephant,3000000.0,10012022.0,1807.0,120642.0
The Matrix Revolutions,150000000.0,424988211.0,605.0,117247.0
Love Actually,40000000.0,244931766.0,508.0,107818.0
Master and Commander: The Far Side of the World,150000000.0,212011111.0,8619.0,111205.0
Gothika,40000000.0,141591324.0,4970.0,20697.0
21 Grams,20000000.0,60427839.0,470.0,110064.0
WarGames,12000000.0,79567667.0,860.0,109255.0
Hannah and Her Sisters,6400000.0,40084041.0,5143.0,48310.0
Highlander II: The Quickening,30000000.0,15556340.0,8010.0,105159.0
Kindergarten Cop,15000000.0,201957688.0,951.0,32599.0
Last Tango in Paris,1250000.0,36144000.0,1643.0,119280.0
Mr. Destiny,20000000.0,15379253.0,2612.0,37913.0
Over the Top,25000000.0,16057580.0,1825.0,119905.0
Battle Royale,4500000.0,25000000.0,3176.0,134119.0
Vivre Sa Vie,64000.0,24517.0,1626.0,119123.0
Wild at Heart,9500000.0,14560247.0,483.0,107322.0
Birdman of Alcatraz,2650000.0,3100000.0,898.0,32904.0
The Birth of a Nation,100000.0,11000000.0,618.0,118001.0
Red River,3000000.0,9012000.0,3089.0,40522.0
Bullitt,5500000.0,42300873.0,916.0,46250.0
42nd Street,439000.0,2281000.0,3062.0,56197.0
Hero,31000000.0,177394432.0,79.0,116731.0
Nausicaä of the Valley of the Wind,1000000.0,3301446.0,81.0,114660.0
The Last Samurai,140000000.0,456758981.0,616.0,65421.0
Big Fish,70000000.0,122919055.0,587.0,99653.0
Something's Gotta Give,80000000.0,266728738.0,6964.0,88987.0
Stuck on You,55000000.0,33828318.0,1792.0,120873.0
The Lord of the Rings: The Return of the King,94000000.0,1118888979.0,122.0,103859.0
Calendar Girls,10000000.0,96542059.0,8696.0,69822.0
Monster,8000000.0,60378584.0,504.0,110678.0
Cold Mountain,79000000.0,173013509.0,2289.0,105151.0
Along Came Polly,42000000.0,171963386.0,5966.0,49414.0
The Butterfly Effect,13000000.0,96060858.0,1954.0,75148.0
The Dreamers,15000000.0,15121165.0,1278.0,72431.0
50 First Dates,75000000.0,196482882.0,1824.0,119305.0
Raw Deal,8500000.0,16209459.0,2099.0,38969.0
Against the Ropes,39000000.0,6614280.0,8842.0,105108.0
The Passion of the Christ,30000000.0,611899420.0,615.0,70506.0
"Good bye, Lenin!",4800000.0,79384880.0,338.0,114857.0
Hidalgo,100000000.0,108103450.0,2023.0,99674.0
Secret Window,40000000.0,92913171.0,1586.0,119173.0
Clifford,19000000.0,7411659.0,2778.0,113965.0
Dawn of the Dead,28000000.0,102356381.0,924.0,62622.0
Eternal Sunshine of the Spotless Mind,20000000.0,72258126.0,38.0,113442.0
Dogville,10000000.0,16680836.0,553.0,108358.0
Hellboy,66000000.0,99318987.0,1487.0,120094.0
The Whole Ten Yards,40000000.0,26155781.0,2122.0,87050.0
The Ten Commandments,13000000.0,122700000.0,6844.0,110722.0
Dawn of the Dead,650000.0,55000000.0,923.0,33467.0
Kill Bill: Vol. 2,30000000.0,152159461.0,393.0,111301.0
