title,Adjusted Budget,Adjusted Domestic,Adjusted International,Adjusted Worldwide
Where the Wild Things Are,121000000.0,93452495.07,27717021.09,121169516.16
Youth in Revolt,21780000.0,18490356.06,5287466.47,23777822.529999997
Watchmen,157300000.0,130086856.78999999,94226346.94,224313203.73
Harry Potter and the Half-Blood Prince,302500000.0,365789571.51,764745366.4399999,1130534939.16
Fantastic Mr. Fox,48400000.0,25413531.99,30816405.84,56229937.83
Daybreakers,24200000.0,36422908.17,25791889.31,62214797.48
G-Force,181500000.0,144518491.7,209791095.91,354309587.61
Terminator Salvation,242000000.0,151640187.49,297696943.71999997,449337131.21
Knowing,60500000.0,96748737.14,125478045.44,222226782.57999998
Cirque du Freak: The Vampire's Assistant,48400000.0,16782113.15,30760460.279999997,47542573.43
The Time Traveler's Wife,47190000.0,76731963.66,45894774.86,122626738.52
Land of the Lost,121000000.0,59820427.699999996,23400412.64,83220840.34
X-Men Origins: Wolverine,181500000.0,217658619.97,233747445.47,451406065.44
Push,45980000.0,38491947.67,20626980.11,59118927.78
9,36300000.0,38417371.74,20180584.49,58597956.23
Notorious,24200000.0,44580855.22,9167546.85,53748402.07
Avatar,286770000.0,920214226.25,2456216963.75,3376431190.0
Friday the 13th,22990000.0,78652442.99,32073633.349999998,110726076.34
Brothers,31460000.0,34538429.97,18065809.41,52604239.379999995
Aliens in the Attic,54450000.0,30492498.52,39543579.24,70036077.76
Imagine That,66550000.0,19509220.83,8302863.91,27812084.74
The Messenger,7865000.0,1342688.5999999999,587765.97,1930454.5699999998
Case 39,31460000.0,16046839.709999999,18063789.919999998,34110629.63
Not Easily Broken,6050000.0,12793017.82,186542.07,12979559.889999999
Star Trek,181500000.0,311853322.99,154820016.67,466673339.65999997
Angels & Demons,181500000.0,161384773.66,426591513.7,587976287.36
Bright Star,10285000.0,5378010.77,12015318.15,17393328.919999998
The Stepfather,24200000.0,35165698.81,2584523.6999999997,37750222.51
The Last Station,21780000.0,8007619.069999999,16863108.13,24870727.2
Underworld: Rise of the Lycans,42350000.0,55420801.15,56091541.66,111512342.81
The Pink Panther 2,84700000.0,43466803.379999995,48523608.76,91990412.14
Nine,96800000.0,23809127.65,41536861.85,65345989.5
The Blind Side,35090000.0,309710964.75,64431089.14,374142053.89
The City of Your Final Destination,10043000.0,596888.16,1156145.32,1753033.48
Love Happens,21780000.0,27787783.099999998,15878730.78,43666513.879999995
Bride Wars,36300000.0,71045767.1,68559011.39999999,139604778.5
Armored,24200000.0,19346539.96,8413547.45,27760087.41
The Young Victoria,42350000.0,13311539.12,22016115.77,35327654.89
The International,60500000.0,30795137.669999998,42112012.36,72907150.03
A Perfect Getaway,16940000.0,18773706.599999998,9002501.64,27776208.24
Old Dogs,42350000.0,59885392.6,57186579.559999995,117071972.16
Surrogates,96800000.0,46679104.12,101479070.0,148158174.12
Sherlock Holmes,108900000.0,252924701.59,381150000.0,634074701.59
Fast & Furious,102850000.0,187627760.65,248413000.0,436040760.65
Fame,21780000.0,27171167.099999998,66255154.46,93426321.56
Splice,36300000.0,20582305.7,12242114.5,32824420.2
500 Days of Summer,9075000.0,39193562.54,34280945.6,73474508.14
"I Love You, Beth Cooper",21780000.0,17908877.25,1235630.22,19144507.47
Coco Before Chanel,27830000.0,7397739.14,54085911.0,61483650.14
The Proposal,48400000.0,198389217.51,185634570.0,384023787.51
I Love You Phillip Morris,15730000.0,2465325.39,45218629.28,47683954.67
G.I. Joe: The Rise of Cobra,211750000.0,181743812.57999998,184243697.98999998,365987510.57
Up,211750000.0,354535038.44,534934850.78,889469889.22
The Imaginarium of Doctor Parnassus,36300000.0,9304424.469999999,65484193.28,74788617.75
Transformers: Revenge of the Fallen,242000000.0,486555362.7,525372105.83,1011927468.53
Invictus,72600000.0,45364550.44,102771867.88,148136418.32
The Invention of Lying,22385000.0,22326013.71,16885859.759999998,39211873.47
A Christmas Carol,242000000.0,166805594.23,226791247.43,393596841.65999997
My Sister's Keeper,36300000.0,59532278.3,56282720.449999996,115814998.75
Night at the Museum: Battle of the Smithsonian,181500000.0,214464902.41,285393563.28999996,499858465.7
Fired Up!,24200000.0,20849862.11,1655051.31,22504913.419999998
Bad Lieutenant: Port of Call New Orleans,30250000.0,2059555.52,10774215.1,12833770.62
The Taking of Pelham 123,121000000.0,79197297.52,102503714.94,181701012.46
Paul Blart: Mall Cop,31460000.0,177066775.38,44784823.71,221851599.09
Mother and Child,8470000.0,1343715.89,5458869.02,6802584.91
City of Life and Death,14520000.0,148295.18,12783357.18,12931652.36
Drag Me to Hell,36300000.0,50941756.25,58977845.41,109919601.66
Taking Woodstock,36300000.0,9026846.84,3043794.9299999997,12070641.77
Amelia,48400000.0,17238250.48,6529883.58,23768134.06
The Informant!,26620000.0,40313353.41,10229759.87,50543113.28
Jennifer's Body,19360000.0,19607799.53,18575034.28,38182833.81
The Girl with the Dragon Tattoo,15730000.0,12215155.7,114126026.3,126341182.0
Survival of the Dead,4840000.0,123105.4,344048.98,467154.38
Duplicity,72600000.0,49093118.25,45500060.76,94593179.00999999
Julie & Julia,48400000.0,113891765.46,42852266.16,156744031.62
District 9,36300000.0,139931944.35,115243685.14999999,255175629.5
The Unborn,19360000.0,51631196.1,40950804.4,92582000.5
The Ugly Truth,45980000.0,107587408.94,281648537.06,389235946.0
The Final Destination,48400000.0,80438017.0,144824221.19,225262238.19
Micmacs,50820000.0,1527115.5899999999,23338559.86,24865675.45
Leaves of Grass,10890000.0,84779.86,1166619.08,1251398.94
Public Enemies,121000000.0,117496590.2,141570000.0,259066590.2
Dance Flick,30250000.0,31051207.55,6990151.85,38041359.4
Zombieland,28556000.0,91464246.06,32430170.74,123894416.8
Gentlemen Broncos,12100000.0,137555.22,5820.099999999999,143375.32
Whip It,18150000.0,15782469.23,4414007.399999999,20196476.63
City Island,7260000.0,8071953.56,1461462.2,9533415.76
Away We Go,20570000.0,11436854.66,7656285.89,19093140.55
Chéri,27830000.0,3285944.9699999997,8049627.85,11335572.82
My Bloody Valentine,18150000.0,62370601.92,59518406.86,121889008.78
Ninja Assassin,48400000.0,46128688.43,28408860.369999997,74537548.8
Agora,84700000.0,749501.83,46993881.99,47743383.82
Pandorum,39930000.0,12500332.129999999,12484144.75,24984476.88
2012,242000000.0,200995722.07,756377847.39,957373569.4599999
Up in the Air,30250000.0,101426291.00999999,100453423.17999999,201879714.19
Get Low,8470000.0,11104088.93,1628149.38,12732238.31
Law Abiding Citizen,60500000.0,88762849.67,66049642.01,154812491.68
Observe and Report,21780000.0,29048862.04,3589138.3,32638000.34
Obsessed,24200000.0,82596589.24,6738130.63,89334719.87
Funny People,90750000.0,62744604.449999996,23873529.9,86618134.35
Brooklyn's Finest,20570000.0,32867947.529999997,22453234.32,55321181.85
Extract,9680000.0,13096021.18,31006.25,13127027.43
The Greatest,7260000.0,138866.86,1488031.38,1626898.24
It's Complicated,102850000.0,136409803.75,128705618.8,265115422.54999998
Alvin and the Chipmunks: The Squeakquel,90750000.0,265733680.51999998,270465725.53,536199406.05
Capitalism: A Love Story,24200000.0,17379710.37,3718465.52,21098175.89
Sorority Row,15125000.0,14477991.219999999,18441413.98,32919405.2
Saw VI,13310000.0,33508883.32,49054443.019999996,82563326.34
The Men Who Stare at Goats,30250000.0,39238115.949999996,44367766.96,83605882.91
A Prophet,15730000.0,2526141.1999999997,19101452.04,21627593.24
Ondine,14520000.0,666071.12,1496698.6099999999,2162769.73
The Twilight Saga: New Moon,60500000.0,360357666.13,499976631.88,860334298.01
Crazy Heart,8470000.0,47751810.26,9608924.6,57360734.86
The Joneses,12100000.0,1785652.66,6737387.6899999995,8523040.35
Harry Brown,8833000.0,2200604.01,10348851.7,12549455.709999999
Solitary Man,18150000.0,5276263.08,1599627.26,6875890.34
The Boondock Saints II: All Saints Day,9680000.0,12430557.48,430920.93,12861478.41
Did You Hear About the Morgans?,70180000.0,35791905.269999996,67397197.23,103189102.5
A Single Man,8470000.0,11102960.0,19104556.9,30207516.9
The Eclipse,3630000.0,161427.31,31993.61,193420.91999999998
Chloe,16940000.0,3721058.55,10567686.25,14288744.799999999
The A-Team,130900000.0,91894297.81,119019869.42999999,210914167.23999998
Scott Pilgrim vs. the World,71400000.0,37513887.25,19206937.96,56720825.21
The Crazies,23800000.0,46557070.91,18663048.46,65220119.37
Piranha 3D,28560000.0,29753754.45,69240161.89999999,98993916.35
Prince of Persia: The Sands of Time,238000000.0,108004014.44,292271140.0,400275154.44
Unstoppable,119000000.0,97059900.97999999,102628603.56,199688504.54
The Losers,29750000.0,28073804.08,6909404.18,34983208.26
Furry Vengeance,41650000.0,20980253.349999998,22278561.2,43258814.55
Love & Other Drugs,35700000.0,38516735.949999996,83839073.57,122355809.52
The Wolfman,178500000.0,73755819.2,92594001.14999999,166349820.35
Clash of the Titans,148750000.0,194225716.72,392700124.95,586925841.67
It's Kind of a Funny Story,9520000.0,7572717.319999999,151858.28,7724575.6
Tooth Fairy,57120000.0,71426484.64,62403899.879999995,133830384.52
Percy Jackson & the Olympians: The Lightning Thief,113050000.0,105634280.57,163897398.14,269531678.71
She's Out of My League,23800000.0,38092923.4,21144952.919999998,59237876.32
Flipped,16660000.0,2088702.2799999998,2940143.71,5028845.99
Valentine's Day,61880000.0,131477928.25999999,126140000.0,257617928.26
The Town,44030000.0,109701651.78,73589450.06,183291101.84
The Kids Are All Right,4760000.0,24765524.349999998,16597627.34,41363151.69
My Soul to Take,29750000.0,17545877.65,8040089.819999999,25585967.47
Please Give,3570000.0,4799953.06,333503.45,5133456.51
Eat Pray Love,71400000.0,95883071.89999999,147583807.14,243466879.04
The Switch,22610000.0,33057516.939999998,26255666.15,59313183.089999996
Letters to Juliet,35700000.0,63108619.07,31649688.63,94758307.7
How to Train Your Dragon,196350000.0,258921664.89,329984058.32,588905723.2099999
Shrek Forever After,196350000.0,284096776.53,611498255.1999999,895595031.73
The Last Airbender,178500000.0,156808902.53,223650615.85999998,380459518.39
Salt,130900000.0,140790527.92,208478463.34,349268991.26
Black Swan,15470000.0,127276066.82,264707607.92,391983674.74
Green Zone,119000000.0,41713855.4,142392755.82,184106611.22
The Killer Inside Me,15470000.0,258559.62999999998,4563547.66,4822107.29
Robin Hood,238000000.0,125270978.69999999,257516013.08999997,382786991.78999996
The Sorcerer's Apprentice,178500000.0,75149679.28999999,181037973.69,256187652.98
The Fighter,29750000.0,111404240.71,42332893.4,153737134.10999998
The Conspirator,29750000.0,13730462.76,4863934.6,18594397.36
Little Fockers,119000000.0,176641934.0,193032262.15,369674196.15
Fair Game,26180000.0,11353422.29,19356851.779999997,30710274.07
The Chronicles of Narnia: The Voyage of the Dawn Treader,184450000.0,124220470.5,370446127.72999996,494666598.22999996
Machete,12495000.0,31646438.74,22488631.9,54135070.64
Dear John,29750000.0,95217661.97999999,41614090.559999995,136831752.54
Knight and Day,139230000.0,90943411.64999999,220824413.45999998,311767825.11
Alice in Wonderland,238000000.0,397687420.9,822618440.0,1220305860.8999999
The Runaways,11900000.0,4252670.87,1318493.8199999998,5571164.6899999995
Centurion,14280000.0,147048.3,8052565.779999999,8199614.08
The Way Back,35700000.0,3215212.21,25549706.98,28764919.189999998
Secretariat,41650000.0,71059606.45,723408.14,71783014.59
The Warrior's Way,49980000.0,6742944.6,6470141.859999999,13213086.459999999
The Book of Eli,95200000.0,112853720.21,74104508.24,186958228.45
Legion,30940000.0,47800015.199999996,33023187.82,80823203.02
The Bounty Hunter,47600000.0,79802861.32,82434029.86,162236891.18
The Nutcracker in 3D,107100000.0,232596.21,20209215.46,20441811.669999998
Repo Men,38080000.0,16415853.649999999,5491916.64,21907770.29
Life as We Know It,45220000.0,63515870.39,62308084.65,125823955.03999999
Jonah Hex,55930000.0,12551069.229999999,423872.05,12974941.28
Killers,89250000.0,56001355.97,60809000.0,116810355.97
TRON: Legacy,202300000.0,204754687.97,271320000.0,476074687.96999997
Jackass 3D,23800000.0,139503333.48,64802759.0,204306092.48
Blue Valentine,1190000.0,11550530.32,6823465.949999999,18373996.27
Love Ranch,29750000.0,164083.15,9834.16,173917.31
Burlesque,65450000.0,46934379.449999996,59594150.419999994,106528529.86999999
Morning Glory,47600000.0,36903961.08,34544800.36,71448761.44
Takers,38080000.0,68716216.8,26728187.779999997,95444404.58
The Ghost Writer,53550000.0,18494443.31,53299978.62,71794421.92999999
The Karate Kid,47600000.0,210144025.42,217215940.76,427359966.18
From Paris with Love,61880000.0,28652138.13,34232812.11,62884950.239999995
A Nightmare on Elm Street,41650000.0,75059263.09,62617623.879999995,137676886.97
Step Up 3D,35700000.0,50456265.37,139100987.34,189557252.70999998
Casino Jack,14875000.0,1241121.21,223689.06,1464810.27
Diary of a Wimpy Kid,17850000.0,76164313.75,14509566.469999999,90673880.22
Hereafter,59500000.0,38968859.79,88309172.91,127278032.69999999
The Back-up Plan,41650000.0,44613108.33,47584531.19,92197639.52
Leap Year,22610000.0,30843514.799999997,8053420.199999999,38896935.0
Legend of the Guardians: The Owls of Ga'Hoole,95200000.0,66253622.47,100433711.63,166687334.1
Resident Evil: Afterlife,71400000.0,71552993.53999999,285718426.42,357271419.96
Get Him to the Greek,47600000.0,72559625.25,36587478.199999996,109147103.44999999
Edge of Darkness,95200000.0,51543529.099999994,44997032.08,96540561.17999999
The Debt,23800000.0,37101282.12,17205995.8,54307277.919999994
Iron Man 2,238000000.0,371795663.89,370685000.0,742480663.89
Let Me In,23800000.0,14440572.649999999,17800801.83,32241374.479999997
Due Date,77350000.0,119641461.17,132377719.39,252019180.56
Hot Tub Time Machine,42840000.0,59842191.64,17246261.83,77088453.47
Brighton Rock,14280000.0,273287.07,3193895.7399999998,3467182.81
Wild Target,9520000.0,129220.90999999999,4028822.3499999996,4158043.26
I Spit on Your Grave,2380000.0,110730.68999999999,1410862.8099999998,1521593.5
The Tourist,119000000.0,80481076.83,251267647.95999998,331748724.78999996
Conviction,14875000.0,8071923.51,5142496.9399999995,13214420.45
RED,69020000.0,107552392.78,129265207.75,236817600.53
Kick-Ass,35700000.0,57204850.57,57259944.0,114464794.57
Incendies,8092000.0,2464887.46,5983634.16,8448521.62
Sex and the City 2,119000000.0,113463753.47999999,232522861.97,345986615.45
Don't Be Afraid of the Dark,29750000.0,28615551.58,16925187.93,45540739.51
The Spy Next Door,33320000.0,28925432.34,49812107.66,78737540.0
The Tempest,23800000.0,330752.17,152222.41999999998,482974.58999999997
Date Night,65450000.0,117466570.75999999,63727446.44,181194017.2
Easy A,9520000.0,69497742.16,19783454.88,89281197.03999999
The Social Network,47600000.0,115385605.86,152269568.98999998,267655174.85
Cats & Dogs: The Revenge of Kitty Galore,101150000.0,51867046.07,81988633.09,133855679.16
The Last Song,23800000.0,74910956.96,31162128.97,106073085.92999999
Yogi Bear,95200000.0,119292753.08999999,122894113.16,242186866.25
The Last Exorcism,2142000.0,48830876.5,33793830.629999995,82624707.13
The Expendables,95200000.0,122651543.55999999,203968225.29999998,326619768.86
Gulliver's Travels,133280000.0,50907320.589999996,231578120.97,282485441.56
Going the Distance,38080000.0,21187115.81,28863226.279999997,50050342.089999996
The Twilight Saga: Eclipse,80920000.0,357632783.69,473571919.23999995,831204702.93
Never Let Me Go,17850000.0,2897235.88,8905294.79,11802530.67
Cyrus,8330000.0,8888033.84,2933275.03,11821308.87
In a Better World,6545000.0,1199636.6199999999,14275723.139999999,15475359.76
How Do You Know,142800000.0,35953017.8,21962981.529999997,57915999.33
Inception,190400000.0,348165672.05,639409549.31,987575221.36
Cop Out,35700000.0,53401822.39,12775268.799999999,66177091.19
The Other Guys,119000000.0,141871773.82,60974343.36,202846117.17999998
Why Did I Get Married Too?,23800000.0,71514063.88,687962.7999999999,72202026.67999999
Marmaduke,59500000.0,40037297.72,59639296.64,99676594.36
Winter's Bone,2380000.0,7772488.569999999,8645743.889999999,16418232.459999999
Hesher,8330000.0,455705.74,79439.64,535145.38
True Grit,45220000.0,203779175.95,96430367.17999999,300209543.13
Remember Me,19040000.0,22691205.599999998,43987932.309999995,66679137.91
Twelve,5950000.0,218864.8,2932487.25,3151352.05
You Again,23800000.0,30585443.07,7559256.04,38144699.11
Nanny McPhee Returns,41650000.0,34523345.85,76445488.14,110968833.99
Somewhere,8330000.0,2124917.55,15473566.43,17598483.98
Barney's Version,35700000.0,5282649.1899999995,9124586.799999999,14407235.99
Predators,47600000.0,61880818.72,89526579.8,151407398.51999998
Another Year,9520000.0,3814790.1399999997,19655301.4,23470091.54
Faster,28560000.0,27655623.799999997,14740456.219999999,42396080.019999996
Charlie St. Cloud,52360000.0,37083428.55,20263509.21,57346937.76
The American,23800000.0,42371587.44,38401186.949999996,80772774.39
The Next Three Days,35700000.0,25166894.689999998,55097000.0,80263894.69
Letters to God,3570000.0,3389807.82,500951.92,3890759.7399999998
MacGruber,11900000.0,10145464.0,948781.0499999999,11094245.049999999
Monsters,595000.0,282388.19,5739533.029999999,6021921.22
Saw: The Final Chapter,23800000.0,54395111.82,107623904.64,162019016.45999998
The King's Speech,17850000.0,165168964.31,343406472.91999996,508575437.22999996
Super,2975000.0,389982.04,112933.37999999999,502915.42
Meek's Cutoff,2380000.0,1163548.68,270707.14999999997,1434255.8299999998
Trust,4760000.0,142819.04,566185.34,709004.38
Beginners,3808000.0,6891163.859999999,10139760.33,17030924.189999998
127 Hours,21420000.0,21818923.7,50460244.73,72279168.42999999
Country Strong,17850000.0,24060515.99,369224.87,24429740.86
Skyline,11900000.0,25458407.799999997,54253607.73,79712015.53
The Last Godfather,15946000.0,195453.93,19872264.58,20067718.509999998
Insidious,1785000.0,64270888.5,54201979.58,118472868.08
Inside Job,2380000.0,5132154.649999999,4234956.53,9367111.18
The Rum Diary,51749999.99999999,15076287.249999998,19578914.45,34655201.699999996
Cowboys & Aliens,187450000.0,115276633.64999999,85769040.1,201045673.74999997
Puss in Boots,149500000.0,171649579.6,466586018.95,638235598.55
Captain America: The First Avenger,161000000.0,203152680.74999997,223002559.35,426155240.09999996
Tower Heist,86250000.0,89753555.5,86116660.94999999,175870216.45
The Smurfs,126499999.99999999,164006281.7,484305439.74999994,648311721.4499999
The Mechanic,46000000.0,33489722.7,54059884.24999999,87549606.94999999
The Tree of Life,36800000.0,15298816.85,51871817.199999996,67170634.05
Season of the Witch,46000000.0,28551312.2,76820000.0,105371312.19999999
Something Borrowed,40250000.0,44903462.349999994,29961961.999999996,74865424.35
What's Your Number?,23000000.0,16112746.6,18877263.799999997,34990010.4
Drive,17250000.0,40320788.25,48202377.65,88523165.89999999
Thor,172500000.0,208185217.6,308540393.09999996,516725610.7
Conan the Barbarian,103499999.99999999,24489274.15,48562501.3,73051775.44999999
Priest,69000000.0,33507549.999999996,56548380.74999999,90055930.75
Sanctum,34500000.0,26690706.499999996,98209999.99999999,124900706.49999999
The Thing,43700000.0,19467970.5,16763109.549999999,36231080.05
Source Code,36800000.0,62919061.05,106513540.49999999,169432601.54999998
Sucker Punch,94300000.0,41851377.3,61409999.99999999,103261377.3
The Green Hornet,138000000.0,113597048.3,148392786.89999998,261989835.2
Hanna,34500000.0,46297986.849999994,27051402.849999998,73349389.69999999
Straw Dogs,28749999.999999996,11873107.149999999,970911.6499999999,12844018.799999999
The Eagle,28749999.999999996,22413547.15,21274589.45,43688136.599999994
Water for Elephants,43700000.0,67516174.55,67142962.75,134659137.29999998
Monte Carlo,23000000.0,26664784.349999998,19085301.099999998,45750085.449999996
Footloose,27599999.999999996,59573153.3,13501673.899999999,73074827.19999999
Ghost Rider: Spirit of Vengeance,65549999.99999999,59540102.3,92908417.19999999,152448519.5
Paul,46000000.0,43024886.75,69656730.5,112681617.24999999
The Darkest Hour,34500000.0,24660018.099999998,49660785.8,74320803.89999999
Green Lantern,229999999.99999997,134091347.8,118737499.99999999,252828847.79999998
Beastly,19550000.0,32045406.65,17637218.799999997,49682625.449999996
The Rite,42550000.0,38004777.949999996,73039901.69999999,111044679.64999999
The Lincoln Lawyer,46000000.0,66710579.99999999,33054624.799999997,99765204.8
Rango,155250000.0,141999248.04999998,140584045.39999998,282583293.45
The Muppets,51749999.99999999,101925922.55,88035950.0,189961872.54999998
Moneyball,57499999.99999999,86946315.8,39790832.599999994,126737148.39999999
Cars 2,229999999.99999997,220170255.39999998,423659999.99999994,643830255.4
Battle Los Angeles,80500000.0,96085293.35,147506963.75,243592257.1
Limitless,31049999.999999996,91136873.25,94990000.0,186126873.25
Zookeeper,92000000.0,92414969.44999999,102915703.39999999,195330672.85
Mission: Impossible - Ghost Protocol,166750000.0,240807588.45,558112798.55,798920386.9999999
The Future,1150000.0,653961.2999999999,366286.5,1020247.7999999999
Your Highness,57384999.99999999,24835911.749999996,7379881.199999999,32215792.95
Salvation Boulevard,6324999.999999999,32738.199999999997,69821.09999999999,102559.29999999999
Immortals,86250000.0,96029619.55,164910000.0,260939619.54999998
Scream 4,46000000.0,43908067.199999996,67908065.8,111816132.99999999
A Very Harold & Kumar 3D Christmas,21850000.0,40320185.65,1301505.5999999999,41621691.25
The Devil's Double,21965000.0,1565738.7999999998,5021706.149999999,6587444.949999999
X-Men: First Class,184000000.0,168369550.75,237139642.74999997,405509193.49999994
Bad Teacher,23000000.0,115336784.39999999,133290331.39999999,248627115.79999998
Warrior,28749999.999999996,15705682.249999998,11099225.0,26804907.249999996
Pirates of the Caribbean: On Stranger Tides,287500000.0,277232572.29999995,925338299.9999999,1202570872.3
Kung Fu Panda 2,172500000.0,190036422.45,575509700.6999999,765546123.15
Mars Needs Moms,172500000.0,24601671.7,20517058.0,45118729.699999996
50/50,9200000.0,40266320.8,6996210.149999999,47262530.949999996
There Be Dragons,41400000.0,1229734.0999999999,3798804.1999999997,5028538.3
Rise of the Planet of the Apes,106949999.99999999,203274212.74999997,350796791.2,554071003.9499999
The Twilight Saga: Breaking Dawn - Part 1,126499999.99999999,323480202.95,495556531.45,819036734.4
Arthur,46000000.0,37990706.55,17379430.2,55370136.74999999
The Adjustment Bureau,57729999.99999999,71869991.75,75179794.1,147049785.85
Mr. Popper's Penguins,63249999.99999999,78458119.8,137007897.29999998,215466017.1
Transformers: Dark of the Moon,224249999.99999997,405249124.45,887114066.4,1292363190.85
Unknown,34500000.0,73239356.55,82827176.8,156066533.35
No Strings Attached,28749999.999999996,81261553.0,90350735.55,171612288.54999998
Hop,72450000.0,124298100.74999999,87248680.69999999,211546781.45
The Best Exotic Marigold Hotel,11500000.0,53373847.15,103987732.24999999,157361579.39999998
Rio,103499999.99999999,165162780.35,391283715.34999996,556446495.6999999
Fright Night,34500000.0,21047998.049999997,26104999.999999996,47152998.05
Killer Elite,80500000.0,28893710.9,36753489.4,65647200.3
Dream House,57499999.99999999,24497690.999999996,21484369.0,45982060.0
"Big Mommas: Like Father, Like Son",36800000.0,43602726.099999994,51486249.8,95088975.89999999
I Am Number Four,69000000.0,63365502.55,108994699.99999999,172360202.54999998
Bridesmaids,37375000.0,194472733.74999997,137168317.7,331641051.45
Attack the Block,14949999.999999998,1177801.25,5959124.05,7136925.3
Red Riding Hood,48299999.99999999,43311486.3,60487946.099999994,103799432.39999999
5 Days of War,13799999.999999998,20100.85,344384.75,364485.6
The Change-Up,59799999.99999999,42643696.25,44124306.3,86768002.55
Restless,9200000.0,187754.75,2707959.05,2895713.8
Horrible Bosses,40250000.0,135169342.85,106144999.99999999,241314342.85
Haywire,26449999.999999996,21783755.4,17907068.599999998,39690824.0
The Three Musketeers,86250000.0,23430656.599999998,128684999.99999999,152115656.6
Spy Kids 4-D: All the Time in the World,31049999.999999996,44318916.199999996,54080040.3,98398956.49999999
Anonymous,34500000.0,5132785.8,12571564.249999998,17704350.049999997
The Guard,6899999.999999999,6164315.1,16331874.499999998,22496189.599999998
Snow Flower and the Secret Fan,6899999.999999999,1550435.7499999998,11500000.0,13050435.749999998
Judy Moody and the Not Bummer Summer,23000000.0,17265697.5,779688.4999999999,18045386.0
A Better Life,11500000.0,2023139.7999999998,119892.09999999999,2143031.9
One Day,17250000.0,15920336.649999999,52377511.3,68297847.94999999
Dolphin Tale,42550000.0,83129795.85,27205175.099999998,110334970.94999999
Just Go with It,92000000.0,118482325.35,128705104.3,247187429.64999998
The Girl with the Dragon Tattoo,103499999.99999999,117893161.94999999,149616882.54999998,267510044.49999997
War Horse,75900000.0,91867610.85,112354999.99999999,204222610.85
"Crazy, Stupid, Love.",57499999.99999999,97003876.55,69805000.0,166808876.54999998
The Dilemma,80500000.0,55746583.49999999,24433677.4,80180260.89999999
Larry Crowne,34500000.0,40949481.75,45363848.75,86313330.5
Machine Gun Preacher,34500000.0,619493.5,3219999.9999999995,3839493.4999999995
Fast Five,143750000.0,241313326.24999997,478744999.99999994,720058326.25
Soul Surfer,20700000.0,50431437.599999994,3757652.5999999996,54189090.199999996
Contagion,69000000.0,87006811.55,69986435.5,156993247.04999998
New Year's Eve,64399999.99999999,62726333.699999996,100624999.99999999,163351333.7
Abduction,40250000.0,32300228.249999996,62099999.99999999,94400228.25
The Grey,28749999.999999996,59317271.4,32431677.849999998,91748949.25
Prom,9200000.0,11649751.85,657831.0499999999,12307582.899999999
Margin Call,4024999.9999999995,6157144.85,16272499.999999998,22429644.849999998
Alvin and the Chipmunks: Chipwrecked,86250000.0,153077353.29999998,241022396.95,394099750.24999994
J. Edgar,40250000.0,42901934.5,54756685.349999994,97658619.85
30 Minutes or Less,32199999.999999996,42612012.599999994,4150014.1999999997,46762026.8
Final Destination 5,46000000.0,48975789.449999996,132594999.99999999,181570789.45
Young Adult,13799999.999999998,18758306.65,7621574.399999999,26379881.049999997
Courageous,2300000.0,39700554.15,763212.45,40463766.599999994
Shark Night 3D,28749999.999999996,21708725.95,25859790.099999998,47568516.05
Johnny English Reborn,51749999.99999999,9551865.5,174538508.39999998,184090373.89999998
In Time,46000000.0,43148109.25,156872076.14999998,200020185.39999998
Our Idiot Brother,5750000.0,28538535.7,1136579.5,29675115.2
Jumping the Broom,7589999.999999999,42889703.099999994,992688.0499999999,43882391.15
Diary of a Wimpy Kid: Rodrick Rules,24149999.999999996,60603315.24999999,22802730.15,83406045.39999999
Super 8,57499999.99999999,146054805.85,153055578.04999998,299110383.9
The Artist,17250000.0,51372434.3,102075350.1,153447784.39999998
Colombiana,46000000.0,42165732.099999994,40068973.9,82234706.0
Take Shelter,5750000.0,1989840.4,2312422.3,4302262.699999999
I Don't Know How She Does It,27599999.999999996,11111626.6,25010047.049999997,36121673.65
The Greatest Movie Ever Sold,2069999.9999999998,734247.3999999999,68738.95,802986.35
Apollo 18,5750000.0,20340865.349999998,9830710.6,30171575.95
Glee: The 3D Concert Movie,10350000.0,13641757.7,7820965.999999999,21462723.7
The Three Stooges,33900000.0,50102193.12,11843617.01,61945810.129999995
John Carter,282500000.0,82578252.99999999,238498929.99999997,321077182.99999994
The Possession,15819999.999999998,55517074.019999996,41036990.73,96554064.74999999
Lincoln,73450000.0,205895009.48999998,105186589.00999999,311081598.5
Life of Pi,135600000.0,141235335.98999998,546953382.4599999,688188718.4499999
Red Tails,65539999.99999999,56360306.01,552706.73,56913012.739999995
A Thousand Words,45199999.99999999,20848643.509999998,6721087.449999999,27569730.959999997
Jack Reacher,67800000.0,90479931.67999999,156244940.67,246724872.34999996
The Avengers,248599999.99999997,704394438.3,1011864238.1399999,1716258676.4399998
The Amazing Spider-Man,259899999.99999997,296094649.19,560367000.0,856461649.1899999
Argo,50284999.99999999,153708818.39,108818999.99999999,262527818.39
Silver Linings Playbook,23729999.999999996,149265042.54,117881029.35,267146071.89
Parental Guidance,28249999.999999996,87312044.47999999,48030577.67999999,135342622.16
Skyfall,225999999.99999997,343927113.01,908746831.68,1252673944.6899998
Dark Shadows,169499999.99999997,90091678.36999999,187353999.99999997,277445678.36999995
Frankenweenie,44069999.99999999,39878906.839999996,52205999.99999999,92084906.83999999
